Date, Area, Obs, Grid,X,Y,Lat,Long, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments,
2022/04/12 11:35,Lochaber,GM,167721,216700,772100,56.804202,-5.0037232,715,285,10,Ben Nevis,3.6,135.00,25,90,0 - None,0,35,3,0,0,0.4,,0,Low,Low,0,0,0,210,0,20,0,2,0,0,Stable snowpack,
2022/04/11 12:58,Glencoe,AP,258503,225800,750300,56.612097,-4.8401097,900,30,30,Meall a Bhuiridhh,1.3,120.00,20,50,0 - None,0,50,15,0,0,1,110,35,Low,Low,0,0.1,3,272,0,20,0,2,0,-0.1,,
2022/04/11 12:15,Northern Cairngorms,KG,001048,210000,748000,56.585326,-5.0954656,1000,290,30,Coronation Wall,0,150.00,30,70,0 - None,1,30,20,0,0,-1,175,22,Moderate,Moderate,0,0.1,3,324,0,20,5,1,0,-0.2,"Heavy drifting, humid conditions.",
2022/04/11 12:00,Southern Cairngorms,PN,251855,225100,785500,56.927662,-4.8755669,910,30,26,"Central Gully, Lochnagar.",0.2,80.00,12,85,0 - None,0,70,13,0,0,1,153,23,Moderate,Moderate,0,0,2,170,0,20,0,1,0,0,,
2022/04/11 12:00,Lochaber,GM,,,,,,650,,0,Aonach Mor Met readings,6.2,148.00,68,100,0 - None,0,0,0,0,0,0,,0,Low,Low,0,,,210,0,20,0,2,0,0,Weather observations only,
2022/04/11 12:00,Creag Meagaidh,TR,428885,242800,788500,56.960932,-4.586942,920,90,30,"Inner Coire, Coire Ardair. Approach slopes to The Window.",2.8,150.00,25,80,2 - Trace,0,67,8,0,0,0,150,45,Low,Low,0,0,2,230,0,20,0,2,0,0,"Isothermal snowpack at snowpit site. Drier, colder snow near summits. A trace of drifting above 1000m.",
2022/04/11 11:00,Torridon,GP,221695,222100,769500,56.782971,-4.9136023,897,187,20,"Meall Gorm, Fannichs",2.7,120.00,30,80,0 - None,0,43,7,0,0,2,110,20,Low,Low,0,0,0,254,0,20,0,2,0,0,,
2022/04/10 12:30,Glencoe,AP,256505,225600,750500,56.613817,-4.8434991,1000,30,35,Meall a Bhuiridh,0.3,180.00,1,80,4 - Light Showers,1,70,15,0,0,-2,180,12,Low,Low,0,0.6,2,268,0,20,0,2,0,-0.6,Localised areas of windslab from overnight snow.,
2022/04/10 11:50,Northern Cairngorms,JS KG,014053,,,,,1050,60,20,Chap Coire na Spreidhe ,-0.7,260.00,10,100,0 - None,0,3,10,0,0,-4,258,26,Moderate,Considerable -,0,1.3,2,324,0,20,5,1,0,-1.4,,
2022/04/10 11:30,Lochaber,DG/GM,166721,216600,772100,56.804162,-5.0053584,700,300,10,Ben Nevis,3.7,245.00,5,100,0 - None,0,40,4,0,0,-2.2,,0,Low,Low,0,0,3,210,0,20,0,2,0,0,,
2022/04/10 10:55,Torridon,GP,966595,296600,759500,56.715693,-3.6909175,840,150,30,"Coire an Laoigh, Beinn Eighe",1.2,240.00,5,95,0 - None,0,43,20,0,0,-1,220,15,Low,Low,0,0.4,1,254,0,20,0,1,0,-0.4,,
2022/04/10 10:50,Creag Meagaidh,MB,447898,244700,789800,56.973241,-4.5565296,916,96,40,Sron Coire a Chriochairein,0.8,0.00,0,70,0 - None,0,193,11,0,0,-1,220,7,Low,Low,0,0.1,2,230,0,20,0,1,0,-0.1,,
2022/04/10 10:45,Southern Cairngorms,SN,155773,215500,777300,56.850376,-5.0271101,910,190,25,"Meall Odhar, South aspect",0,240.00,5,90,0 - None,0,80,20,0,0,0.5,293,22,Moderate,Moderate,0,0.1,3,170,0,20,0,1,0,0,Stubborn clean shear at 32cm  - rounds on wet grains.,
2022/04/09 14:02,Southern Cairngorms,SN,260856,226000,785600,56.928898,-4.8608678,900,130,25,Meikle Pap Col,-0.4,320.00,10,100,4 - Light Showers,1,130,18,0,0,-2.7,322,37,Moderate,Moderate,0,1.4,1,166,0,20,0,1,0,-1.5,Multi layered snowpack  - easy shears in surface layers but progressively more stable with depth,
2022/04/09 12:45,Creag Meagaidh,WS/TR,594775,259400,777500,56.867542,-4.3081005,810,102,26,"Geal Charn 917m, West Drumochter.",0,330.00,15,70,2 - Trace,0,37,2,0,0,-1,342,20,Low,Low,0,0.7,2,228,0,20,0,1,0,-0.2,Little new snow. Some late brief snow showers.,
2022/04/09 12:00,Glencoe,AP,258503,225800,750300,56.612097,-4.8401097,900,30,30,Meall a Bhuiridh,-1.4,320.00,15,80,2 - Trace,1,70,10,0,0,-3,315,18,Low,Low,0,0.4,2,266,0,20,0,2,0,-0.5,Trace of new snow.,
2022/04/09 11:30,Lochaber,GM,186744,218600,774400,56.825581,-4.9742882,960,10,15,Aonach Mor,-2.5,270.00,5,100,0 - None,0,60,12,0,0,-4.8,,0,Low,Low,0,1.5,2,210,0,20,0,1,0,-2.5,,
2022/04/09 11:30,Northern Cairngorms,JS KG,011043,,,,,1100,100,20,East side of Cairngorm,-4.1,320.00,25,100,6 - Snow Showers,1,3,15,0,0,-4,288,41,Moderate,Moderate,0,1,2,318,0,20,5,1,0,-3.8,,
2022/04/09 11:11,Torridon,AC,224734,222400,773400,56.818076,-4.9114118,705,89,28,"Beinn Liath Mhor Fannaich, North Top.",-1.4,281.00,19,100,6 - Snow Showers,1,56,10,0,0,-4,315,18,Moderate,Moderate,0,0.3,3,248,0,20,0,1,0,-1,,
2022/04/08 14:34,Torridon,KM,970596,297000,759600,56.71668,-3.6844258,800,180,35,Beinn Eighe: Coire an Laoigh,-3.3,340.00,20,100,6 - Snow Showers,1,85,15,0,0,-4,30,25,Moderate,Moderate,0,1.1,2,242,0,20,0,1,0,-2.7,Failures at 15cm and 32cm.,
2022/04/08 13:15,Creag Meagaidh,TR,496915,249600,791500,56.990119,-4.4770181,905,120,28,Stob Coire Dubh,-1,330.00,20,70,4 - Light Showers,1,49,17,0,0,-2,340,25,Moderate,Moderate,0,2,1,224,0,20,0,1,0,-2,Minor amount of drifting during day. Point releases in new snow on sun exposed slopes. Fluctuating temperatures in and out of the sun.,
2022/04/08 12:00,Southern Cairngorms,PN,211845,221100,784500,56.917162,-4.9404911,962,130,18,t-Saigairts Col.,-2.6,340.00,10,95,2 - Trace,1,110,13,0,0,-3.4,342,36,Moderate,Moderate,0,1,2,164,0,20,0,1,0,-3.2,Multi layered snow. Easiest shear was around 28cm.,
2022/04/08 11:50,Lochaber,GP,192731,219200,773100,56.814151,-4.963549,1200,225,5,"Aonach Mor, SW aspect",-4,280.00,20,90,4 - Light Showers,0,55,5,0,0,-4.2,340,20,Low,Low,0,2,1,206,0,20,0,1,0,-4,,
2022/04/08 11:30,Glencoe,AP,258506,225800,750600,56.614788,-4.840312,900,50,30,Meall a Bhuiridh,-0.3,340.00,15,50,4 - Light Showers,1,190,15,0,0,-3,340,21,Moderate,Moderate,0,0.1,2,262,0,20,0,1,0,0,Localised hazard,
2022/04/08 11:00,Northern Cairngorms,AT,999022,299900,702200,56.201837,-3.6150353,1030,140,35,"Y Gully, Stag Rocks",-3.2,295.00,10,100,6 - Snow Showers,1,340,22,0,0,-6,290,35,Moderate,Moderate,0,1.4,2,312,0,20,5,1,0,-3,,
2022/04/07 12:25,Torridon,KM,969597,296900,759700,56.717555,-3.686099,850,180,29,Beinn Eighe: Coire an Laoigh,-3.1,30.00,20,60,4 - Light Showers,1,58,3,0,0,-2,45,25,Low,Moderate,0,2,2,238,0,20,5,1,0,0,,
2022/04/07 12:15,Creag Meagaidh,TR,441897,244100,789700,56.972141,-4.5663274,970,120,28,Coire rim of Coire Chriochairein,-3.2,35.00,15,100,4 - Light Showers,0,41,11,0,0,-5,34,25,Low,Moderate,0,0.9,2,220,0,20,0,1,0,-1.7,Very limited new windslab - isolated thin pockets only. Snow blowing around a little but not accumulating in sheltered areas up high. Reactive shears in new cold snow.,
2022/04/07 12:00,Southern Cairngorms,PN,155773,215500,777300,56.850376,-5.0271101,910,195,26,"Meall Odhar, S aspect.",-3.4,35.00,18,95,4 - Light Showers,1,42,15,0,0,-3.7,193,33,Moderate,Moderate,0,0.8,2,160,0,20,0,1,0,-3,New snow mainly been blown from the hill.,
2022/04/07 11:55,Glencoe,PM,251502,225100,750200,56.610939,-4.8514322,1058,170,35,Meall a\' Bhuiridh,-4.5,20.00,15,90,0 - None,1,90,30,0,0,-4,355,20,Moderate,Moderate,0,2.3,1,262,0,20,0,1,0,-5.3,,
2022/04/07 11:40,Lochaber,GP,162718,216200,771800,56.801313,-5.0116834,920,110,20,"Ben Nevis, Coire na Ciste",-1.8,80.00,20,80,4 - Light Showers,0,190,5,0,0,-5,0,30,Low,Low,0,1.4,1,202,0,20,0,1,0,-1.4,,
2022/04/07 11:30,Northern Cairngorms,AT,013031,,,,,950,150,35,Stac an Fharaidh,-3,23.00,30,90,6 - Snow Showers,1,120,22,0,0,-4.5,232,21,Moderate,Moderate,0,1.5,3,306,0,20,5,1,0,-2.8,,
2022/04/06 12:45,Torridon,KM,965594,296500,759400,56.714773,-3.6925101,850,80,30,Beinn Eighe: Coire an Laoigh,1,240.00,25,100,2 - Trace,1,100,3,0,0,0,225,30,Low,Moderate,0,0,1,236,0,20,0,2,0,0,,
2022/04/06 12:30,Lochaber,GM,188743,218800,774300,56.824761,-4.9709447,1010,35,15,Aonach Mor,0,225.00,20,100,6 - Snow Showers,1,45,10,0,0,-1.4,227,31,Low,Low,0,0,3,196,0,20,0,1,0,0,,
2022/04/06 12:10,Southern Cairngorms,PN,245862,224500,786200,56.933715,-4.8858971,1015,45,25,"Summit Gully, Lochnagar.",-0.2,350.00,12,100,2 - Trace,0,50,7,0,1,0.1,237,25,Low,Moderate,0,0,2,158,0,20,0,1,0,0,,
2022/04/06 12:00,Creag Meagaidh,WS,443895,244300,789500,56.970414,-4.5629176,800,100,30,"Coire a Chriochaerin,Liffa gully",1.5,220.00,20,100,4 - Light Showers,1,50,5,0,0,-2,230,7,Moderate,Moderate,0,0.1,2,212,0,20,0,2,0,-0.1,Small localised drift. Dusting of fresh above 800m. ,
2022/04/06 12:00,Creag Meagaidh,WS,443895,244300,789500,56.970414,-4.5629176,800,199,30,"Coire a Chriochaerin, Liffa gully",1.5,220.00,20,100,4 - Light Showers,1,50,5,0,0,-2,220,7,Moderate,Moderate,0,0.1,2,216,0,20,0,1,0,-0.1,,
2022/04/06 11:15,Northern Cairngorms,GP/KG,997043,299700,704300,56.220654,-3.6190524,990,55,20,E side Cas Ridge,0.9,270.00,15,95,4 - Light Showers,1,105,5,0,0,-2,250,40,Low,Considerable -,0,0,1,302,0,20,0,1,0,0,,
2022/04/06 11:10,Glencoe,PM,257506,225700,750600,56.614751,-4.8419393,890,65,32,Meall a' Bhuiridh,0.2,230.00,15,100,4 - Light Showers,1,50,20,0,0,-1,227,31,Moderate,Moderate,0,0.2,2,258,0,20,0,1,0,-0.1,,
2022/04/05 13:24,Southern Cairngorms,PN ,164768,216400,776800,56.846247,-5.0120141,1055,330,18,Glas Maol plateau,-0.5,205.00,8,100,4 - Light Showers,0,48,4,0,1,-2.1,258,25,Low,Low,0,0,3,154,0,20,0,1,0,0,,
2022/04/05 13:15,Torridon,KM,976635,297600,763500,56.751833,-3.6761864,850,110,24,Meall a' Ghiuthais,2.4,270.00,20,100,0 - None,0,65,3,0,1,3,280,15,Low,Moderate,0,0,1,236,0,20,0,2,0,0,,
2022/04/05 12:00,Creag Meagaidh,WS,446857,244600,785700,56.936412,-4.5556518,700,,0,Creag Mhor Ridge ,4.8,270.00,25,100,0 - None,0,0,0,0,1,2,270,32,Low,Moderate,0,,,212,0,20,0,2,0,0,Weather Obs only - no snow at site,
2022/04/05 11:50,Glencoe,PM,256506,225600,750600,56.614714,-4.8435666,870,50,33,Meall a\' Bhuiridh,3.1,270.00,18,100,0 - None,0,40,15,0,1,2.5,270,20,Low,Moderate,0,,1,258,0,20,0,10,0,0,Rain saturated snowpack.,
2022/04/05 11:45,Northern Cairngorms,KG,995048,299500,704800,56.225102,-3.622466,900,325,25,Cas,2.3,245.00,10,100,6 - Snow Showers,0,25,3,0,1,1,278,30,Low,Moderate,0,0,2,296,0,20,0,2,0,0,,
2022/04/05 11:00,Lochaber,GM,186748,218600,774800,56.829169,-4.9745729,800,345,15,Aonach Mor,5.5,270.00,30,100,0 - None,0,30,3,0,1,2.2,,0,Low,Moderate,0,0,0,196,0,20,0,2,0,0,,
2022/04/04 12:45,Southern Cairngorms,PN,209845,220900,784500,56.917085,-4.9437717,995,40,25,"Carn an t-Saggairt Mor, NW aspects.",3,315.00,18,85,0 - None,0,54,22,0,1,4.4,285,41,Low,Moderate,0,0,2,154,0,20,0,1,0,0,,
2022/04/04 12:00,Creag Meagaidh,WS,448896,244800,789600,56.97148,-4.5547633,800,155,30,"Coire a Chriochaerin, Boundary Wall gully",5.6,300.00,20,100,0 - None,0,50,15,0,0,1,330,31,Low,Moderate,0,0,2,212,0,20,0,2,0,0,"Snowpatch only old, moist and stable",
2022/04/04 11:45,Northern Cairngorms,KG,992030,299200,703000,56.208874,-3.6266172,950,320,25,Below Trident Gullies,2.9,50.00,25,100,0 - None,0,35,3,0,0,3,272,56,Low,Considerable -,0,0,1,296,0,20,0,2,0,0,,
2022/04/04 11:36,Torridon,AC,151776,215100,777600,56.852909,-5.0338769,332,319,11,"Meall an t-Sithe, The Fain.",6.7,284.00,13,100,0 - None,0,0,0,0,1,1,315,31,Low,Moderate,0,,,236,0,20,0,2,0,0,No snow at observation site.,
2022/04/04 11:00,Glencoe,GP,153549,215300,754900,56.649345,-5.0142331,860,20,30,Stob Coire nan Lochan,4.4,300.00,30,100,0 - None,0,60,2,0,1,2.5,270,30,Low,Low,0,,1,258,0,20,0,2,0,0,,
2022/04/04 11:00,Lochaber,GM,168724,216800,772400,56.806932,-5.0023032,700,,0,Ben Nevis,4.8,10.00,15,100,0 - None,0,0,0,0,1,1.8,,0,Low,Low,0,,,196,0,20,0,2,0,0,No snow at observation site,
2022/04/03 12:15,Northern Cairngorms,KG,011046,,,,,1090,115,25,Ciste Mhearad,-1.3,300.00,20,60,6 - Snow Showers,1,300,20,0,0,-2,286,19,Moderate,Moderate,0,0.5,3,290,0,20,0,1,0,-1.3,,
2022/04/03 11:45,Southern Cairngorms,SN,166764,216600,776400,56.842738,-5.0084518,1060,195,15,"Glas Maol, Sth Aspect",-0.4,300.00,20,90,0 - None,0,45,9,0,0,0,318,12,Low,Low,0,2.1,2,154,0,20,0,1,0,-2.1,Localised sheltered area.,
2022/04/03 11:45,Creag Meagaidh,TR,444894,244400,789400,56.96955,-4.5612128,760,90,24,Coire Chriochairein,0.6,230.00,10,100,0 - None,0,71,3,0,0,-2,228,15,Low,Low,0,0.8,2,212,0,20,0,2,0,0,Low altitude snowpit. Old snowpack patchy. Well bonded and coarse-grained. No forecasted precip before or during observations.,
2022/04/03 11:30,Glencoe,PM,252503,225200,750300,56.611873,-4.8498728,1070,10,28,Meall a\' Bhuiridh,-1.2,245.00,10,100,2 - Trace,0,60,0,0,0,0,270,13,Low,Low,0,1.1,4,256,0,20,0,1,0,-3.3,,
2022/04/03 10:30,Lochaber,BF,194732,219400,773200,56.815126,-4.9603483,1200,110,10,"Top of Spikes Gully, Aonach Mor",-3.6,280.00,5,100,2 - Trace,0,300,3,0,0,-2,280,15,Low,Low,0,0.5,4,194,0,20,0,1,0,-1.8,Refrozen stable snowpack with a dusting of fresh on top. ,
2022/04/03 10:06,Torridon,AC,242766,224200,776600,56.847471,-4.8841713,565,263,5,"Meall Leacachain, Fannaichs.",1,301.00,12,100,0 - None,0,1,1,0,0,-2,247,32,Low,Low,0,,,236,0,20,0,2,0,0,"1cm of recent snow at observation site. Part decomposed, size 0.5, soft. Overlying bare ground.",
2022/04/02 13:41,Northern Cairngorms,GP,988026,298800,702600,56.205196,-3.6329101,1185,120,10,Cairn Lochan SE aspect,0.2,200.00,5,30,0 - None,0,55,15,0,0,-4,183,12,Moderate,Moderate,0,1.5,1,290,0,20,0,1,0,-1.5,,
2022/04/02 12:50,Creag Meagaidh,TR,388845,238800,784500,56.923661,-4.650098,950,110,27,Beinn a Chaorainn - ridge NE of summit 1049m,-1.7,45.00,5,60,4 - Light Showers,1,29,8,0,0,-2,44,10,Low,Low,0,1.7,2,208,0,20,0,1,0,-1.8,Limited drifting. Cold surface temp in shade.  Thin fresh snow melted quickly where sun-exposed. Small pocket of windslab at shaded pit site.,
2022/04/02 12:10,Lochaber,GM,167723,216700,772300,56.805996,-5.0038668,670,270,10,Ben Nevis,0.6,0.00,0,35,0 - None,0,30,1,0,0,-2.3,280,8,Low,Low,0,0.8,2,194,0,20,0,2,0,-0.8,Stable snowpack,
2022/04/02 11:30,Southern Cairngorms,SN,248862,224800,786200,56.933829,-4.8809738,970,160,15,"Flank of West Ridge, Lochnagar",0,340.00,5,90,2 - Trace,0,34,25,0,0,-1.9,46,9,Moderate,Low,0,0.7,2,152,0,20,0,1,0,-0.7,,
2022/04/02 11:20,Glencoe,PM,219543,221900,754300,56.64652,-4.9063265,940,355,31,Buachaille Etive Mor,-2.1,93.00,7,70,2 - Trace,1,50,1,0,0,-2.3,280,8,Low,Low,0,1.4,4,254,0,20,0,1,0,-3.6,,
2022/04/02 11:03,Torridon,AC,967593,296700,759300,56.713919,-3.689204,737,78,28,"Coire an Laoigh, Beinn Eighe",0.2,88.00,3,20,0 - None,0,52,5,0,0,-2,90,7,Low,Low,0,0.2,3,236,0,20,0,1,0,0,,
2022/04/01 12:46,Creag Meagaidh,AT/KM,429884,242900,788400,56.960069,-4.5852371,810,28,35,"The Window, approach.",-2.5,335.00,5,80,2 - Trace,1,155,0,0,0,-4,360,20,Low,Low,0,1,1,206,0,20,0,1,0,-1.6,,
